mouse_genes	HGNC.symbol
Lin28a	LIN28A
Lin37	LIN37
Lin52	LIN52
Lin54	LIN54
Lin7c	LIN7C
Lin9	LIN9
Lins1	LINS1
Lipa	LIPA
Lipe	LIPE
Lipg	LIPG
Liph	LIPH
Lipt1	LIPT1
Lipt2	LIPT2
Litaf	LITAF
Lix1l	LIX1L
Llgl1	LLGL1
Llgl2	LLGL2
Llph	LLPH
Lman1	LMAN1
Lman2	LMAN2
Lman2l	LMAN2L
Lmbr1	LMBR1
Lmbr1l	LMBR1L
Lmbrd1	LMBRD1
Lmbrd2	LMBRD2
Lmcd1	LMCD1
Lmf1	LMF1
Lmf2	LMF2
Lmln	LMLN
Lmna	LMNA
Lmnb1	LMNB1
Lmnb2	LMNB2
Lmntd2	LMNTD2
Lmo1	LMO1
Lmo2	LMO2
Lmo4	LMO4
Lmo7	LMO7
Lmtk2	LMTK2
Lmtk3	LMTK3
Lnpep	LNPEP
Lnpk	LNPK
Lnx2	LNX2
Lonp1	LONP1
Lonp2	LONP2
Lonrf1	LONRF1
Lonrf2	LONRF2
Lonrf3	LONRF3
Loxl2	LOXL2
Loxl3	LOXL3
Lpar1	LPAR1
Lpar2	LPAR2
Lpar4	LPAR4
Lpar5	LPAR5
Lpar6	LPAR6
Lpcat1	LPCAT1
Lpcat2	LPCAT2
Lpcat3	LPCAT3
Lpcat4	LPCAT4
Lpgat1	LPGAT1
Lpin1	LPIN1
Lpin2	LPIN2
Lpl	LPL
Lpp	LPP
Lpxn	LPXN
Lrba	LRBA
Lrch1	LRCH1
Lrch2	LRCH2
Lrch3	LRCH3
Lrch4	LRCH4
Lrfn1	LRFN1
Lrfn4	LRFN4
Lrg1	LRG1
Lrif1	LRIF1
Lrig1	LRIG1
Lrig2	LRIG2
Lrig3	LRIG3
Lrmp	LRMP
Lrp1	LRP1
Lrp10	LRP10
Lrp11	LRP11
Lrp12	LRP12
Lrp4	LRP4
Lrp5	LRP5
Lrp5	LRP5L
Lrp6	LRP6
Lrp8	LRP8
Lrpap1	LRPAP1
Lrpprc	LRPPRC
Lrr1	LRR1
Lrrc1	LRRC1
Lrrc14	LRRC14
Lrrc17	LRRC17
Lrrc2	LRRC2
Lrrc20	LRRC20
Lrrc23	LRRC23
Lrrc24	LRRC24
Lrrc25	LRRC25
Lrrc27	LRRC27
Lrrc28	LRRC28
Lrrc29	LRRC29
Lrrc34	LRRC34
Lrrc36	LRRC36
Lrrc39	LRRC39
Lrrc40	LRRC40
Lrrc41	LRRC41
Lrrc42	LRRC42
Lrrc45	LRRC45
Lrrc46	LRRC46
Lrrc47	LRRC47
Lrrc49	LRRC49
Lrrc56	LRRC56
Lrrc57	LRRC57
Lrrc58	LRRC58
Lrrc59	LRRC59
Lrrc61	LRRC61
Lrrc66	LRRC66
Lrrc74b	LRRC74B
Lrrc75a	LRRC75A
Lrrc8a	LRRC8A
Lrrc8b	LRRC8B
Lrrc8c	LRRC8C
Lrrc8d	LRRC8D
Lrrc9	LRRC9
Lrrcc1	LRRCC1
Lrrd1	LRRD1
Lrrfip1	LRRFIP1
Lrrfip2	LRRFIP2
Lrriq3	LRRIQ3
Lrrk1	LRRK1
Lrrk2	LRRK2
Lrrn4	LRRN4
Lrsam1	LRSAM1
Lrtm2	LRTM2
Lrwd1	LRWD1
Lsg1	LSG1
Lsm1	LSM1
Lsm10	LSM10
Lsm11	LSM11
Lsm12	LSM12
Lsm14a	LSM14A
Lsm14b	LSM14B
Lsm2	LSM2
Lsm3	LSM3
Lsm5	LSM5
Lsm6	LSM6
Lsm7	LSM7
Lsm8	LSM8
Lsp1	LSP1
Lsr	LSR
Lss	LSS
Lst1	LST1
Lta	LTA
Lta4h	LTA4H
Ltb	LTB
Ltb4r2	LTB4R2
Ltbp1	LTBP1
Ltbp3	LTBP3
Ltbp4	LTBP4
Ltc4s	LTC4S
Ltf	LTF
Ltn1	LTN1
Ltv1	LTV1
Luc7l	LUC7L
Luc7l2	LUC7L2
Luc7l2	FMC1-LUC7L2
Luc7l3	LUC7L3
Lurap1	LURAP1
Luzp1	LUZP1
Lxn	LXN
Ly6d	LY6D
Ly6e	LY6E
Ly6g5b	LY6G5B
Ly6k	LY6K
Ly75	LY75-CD302
Ly75	LY75
Ly86	LY86
Ly9	LY9
Ly96	LY96
Lyar	LYAR
Lyl1	LYL1
Lyn	LYN
Lynx1	LYNX1
Lypd6b	LYPD6B
Lypla1	LYPLA1
Lypla2	LYPLA2
Lyplal1	LYPLAL1
Lyrm1	LYRM1
Lyrm2	LYRM2
Lyrm7	LYRM7
Lyrm9	LYRM9
Lysmd1	LYSMD1
Lysmd2	LYSMD2
Lysmd3	LYSMD3
Lysmd4	LYSMD4
Lyst	LYST
Lyve1	LYVE1
Lyz1	LYZ
Lyz2	LYZ
Lzic	LZIC
Lztfl1	LZTFL1
Lztr1	LZTR1
Lzts1	LZTS1
Lzts2	LZTS2
M1ap	M1AP
M6pr	M6PR
Macf1	MACF1
Macrod1	MACROD1
Macrod2	MACROD2
Mad1l1	MAD1L1
Mad2l1	MAD2L1
Mad2l1bp	MAD2L1BP
Mad2l2	MAD2L2
Madd	MADD
Maea	MAEA
Maf	MAF
Maf1	MAF1
Mafb	MAFB
Maff	MAFF
Mafg	MAFG
Mafk	MAFK
Mag	MAG
Mageb16	MAGEB16
Maged1	MAGED1
Maged2	MAGED2
Magee1	MAGEE1
Magee2	MAGEE2
Mageh1	MAGEH1
Magi2	MAGI2
Magi3	MAGI3
Magoh	MAGOH
Magohb	MAGOHB
Magt1	MAGT1
Maip1	MAIP1
Mak16	MAK16
Malsu1	MALSU1
Malt1	MALT1
Mamdc2	MAMDC2
Mamdc4	MAMDC4
Maml1	MAML1
Maml2	MAML2
Maml3	MAML3
Man1a	MAN1A1
Man1a2	MAN1A2
Man1b1	MAN1B1
Man1c1	MAN1C1
Man2a1	MAN2A1
Man2a2	MAN2A2
Man2b1	MAN2B1
Man2b2	MAN2B2
Man2c1	MAN2C1
Manba	MANBA
Manbal	MANBAL
Manea	MANEA
Manf	MANF
Mansc1	MANSC1
Maoa	MAOA
Map10	MAP10
Map1b	MAP1B
Map1lc3a	MAP1LC3A
Map1lc3b	MAP1LC3B
Map1lc3b	MAP1LC3B2
Map1s	MAP1S
Map2k1	MAP2K1
Map2k2	MAP2K2
Map2k3	MAP2K3
Map2k4	MAP2K4
Map2k5	MAP2K5
Map2k6	MAP2K6
Map2k7	MAP2K7
Map3k1	MAP3K1
Map3k10	MAP3K10
Map3k11	MAP3K11
Map3k12	MAP3K12
Map3k14	MAP3K14
Map3k15	MAP3K15
Map3k19	MAP3K19
Map3k2	MAP3K2
Map3k20	MAP3K20
Map3k3	MAP3K3
Map3k4	MAP3K4
Map3k5	MAP3K5
Map3k6	MAP3K6
Map3k7	MAP3K7
Map3k8	MAP3K8
Map3k9	MAP3K9
Map4	MAP4
Map4k1	MAP4K1
Map4k2	MAP4K2
Map4k3	MAP4K3
Map4k4	MAP4K4
Map4k5	MAP4K5
Map6	MAP6
Map7	MAP7
Map7d1	MAP7D1
Map7d2	MAP7D2
Map7d3	MAP7D3
Map9	MAP9
Mapk1	MAPK1
Mapk11	MAPK11
Mapk12	MAPK12
Mapk13	MAPK13
Mapk14	MAPK14
Mapk1ip1	MAPK1IP1L
Mapk1ip1l	MAPK1IP1L
Mapk3	MAPK3
Mapk4	MAPK4
Mapk6	MAPK6
Mapk7	MAPK7
Mapk8	MAPK8
Mapk8ip1	MAPK8IP1
Mapk8ip3	MAPK8IP3
Mapk9	MAPK9
Mapkap1	MAPKAP1
Mapkapk2	MAPKAPK2
Mapkapk3	MAPKAPK3
Mapkapk5	MAPKAPK5
Mapkbp1	MAPKBP1
Mapre1	MAPRE1
Mapre2	MAPRE2
Mapre3	MAPRE3
Mapt	MAPT
Marc2	MARC2
March1	MARCH1
March2	MARCH2
March3	MARCH3
March5	MARCH5
March6	MARCH6
March7	MARCH7
March8	MARCH8
March9	MARCH9
Marcks	MARCKS
Marcksl1	MARCKSL1
Marco	MARCO
Marf1	MARF1
Mark2	MARK2
Mark3	MARK3
Mark4	MARK4
Mars	MARS
Mars2	MARS2
Marveld1	MARVELD1
Marveld2	MARVELD2
Mast2	MAST2
Mast3	MAST3
Mast4	MAST4
Mastl	MASTL
Mat2a	MAT2A
Mat2b	MAT2B
Matk	MATK
Matn2	MATN2
Matr3	MATR3
Mau2	MAU2
Mavs	MAVS
Max	MAX
Maz	MAZ
Mb21d2	MB21D2
Mbd1	MBD1
Mbd2	MBD2
Mbd4	MBD4
Mbd5	MBD5
Mbd6	MBD6
Mbip	MBIP
Mblac1	MBLAC1
Mblac2	MBLAC2
Mbnl1	MBNL1
Mbnl2	MBNL2
Mbnl3	MBNL3
Mboat1	MBOAT1
Mboat2	MBOAT2
Mboat4	MBOAT4
Mboat7	MBOAT7
Mbp	MBP
Mbtd1	MBTD1
Mbtps1	MBTPS1
Mbtps2	MBTPS2
Mc1r	MC1R
Mc2r	MC2R
Mc5r	MC5R
Mcat	MCAT
Mccc1	MCCC1
Mccc2	MCCC2
Mcee	MCEE
Mcemp1	MCEMP1
Mcf2	MCF2
Mcf2l	MCF2L
Mcfd2	MCFD2
Mcl1	MCL1
Mcm10	MCM10
Mcm2	MCM2
Mcm3	MCM3
Mcm3ap	MCM3AP
Mcm4	MCM4
Mcm5	MCM5
Mcm6	MCM6
Mcm7	MCM7
Mcm8	MCM8
Mcm9	MCM9
Mcmbp	MCMBP
Mcmdc2	MCMDC2
Mcoln1	MCOLN1
Mcoln2	MCOLN2
Mcoln3	MCOLN3
Mcph1	MCPH1
Mcrs1	MCRS1
Mctp1	MCTP1
Mctp2	MCTP2
Mcts1	MCTS1
Mcu	MCU
Mcub	MCUB
Mcur1	MCUR1
Mdc1	MDC1
Mdfi	MDFI
Mdfic	MDFIC
Mdga1	MDGA1
Mdh1	MDH1
Mdh2	MDH2
Mdk	MDK
Mdm1	MDM1
Mdm2	MDM2
Mdm4	MDM4
Mdn1	MDN1
Me1	ME1
Me2	ME2
Mea1	MEA1
Meaf6	MEAF6
Mecom	MECOM
Mecp2	MECP2
Mecr	MECR
Med1	MED1
Med10	MED10
Med11	MED11
Med12	MED12
Med12l	MED12L
Med13	MED13
Med13l	MED13L
Med14	MED14
Med15	MED15
Med16	MED16
Med17	MED17
Med18	MED18
Med19	MED19
Med20	MED20
Med21	MED21
Med22	MED22
Med23	MED23
Med24	MED24
Med25	MED25
Med26	MED26
Med27	MED27
Med28	MED28
Med29	MED29
Med30	MED30
Med31	MED31
Med4	MED4
Med6	MED6
Med7	MED7
Med8	MED8
Med9	MED9
Medag	MEDAG
Mef2a	MEF2A
Mef2c	MEF2C
Mef2d	MEF2D
Mefv	MEFV
Megf8	MEGF8
Megf9	MEGF9
Mei4	MEI4
Meig1	MEIG1
Meiob	MEIOB
Meis1	MEIS1
Meis3	MEIS3
Melk	MELK
Memo1	MEMO1
Men1	MEN1
Mepce	MEPCE
Mertk	MERTK
Met	MET
Metap1	METAP1
Metap1d	METAP1D
Metap2	METAP2
Metrn	METRN
Metrnl	METRNL
Mettl1	METTL1
Mettl14	METTL14
Mettl15	METTL15
Mettl16	METTL16
Mettl17	METTL17
Mettl18	METTL18
Mettl2	METTL2A
Mettl2	METTL2B
Mettl21a	METTL21A
Mettl22	METTL22
Mettl23	METTL23
Mettl25	METTL25
Mettl26	METTL26
Mettl3	METTL3
Mettl4	METTL4
Mettl5	METTL5
Mettl6	METTL6
Mettl7a1	METTL7A
Mettl7a2	METTL7A
Mettl8	METTL8
Mettl9	METTL9
Mex3a	MEX3A
Mex3b	MEX3B
Mex3c	MEX3C
Mex3d	MEX3D
Mfap1a	MFAP1
Mfap1b	MFAP1
Mfap2	MFAP2
Mfap3	MFAP3
Mfap3l	MFAP3L
Mff	MFF
Mfge8	MFGE8
Mfhas1	MFHAS1
Mfn1	MFN1
Mfn2	MFN2
Mfng	MFNG
Mfsd1	MFSD1
Mfsd10	MFSD10
Mfsd11	MFSD11
Mfsd12	MFSD12
Mfsd13a	MFSD13A
Mfsd14a	MFSD14A
Mfsd14b	MFSD14B
Mfsd14b	MFSD14C
Mfsd2b	MFSD2B
Mfsd3	MFSD3
Mfsd4b4	MFSD4B
Mfsd5	MFSD5
Mfsd6	MFSD6
Mfsd7a	SLC49A3
Mfsd8	MFSD8
Mfsd9	MFSD9
Mga	MGA
Mgam	MGAM
Mgat1	MGAT1
Mgat2	MGAT2
Mgat4a	MGAT4A
Mgat4b	MGAT4B
Mgat5	MGAT5
Mgl2	CLEC10A
Mgll	MGLL
Mgme1	MGME1
Mgmt	MGMT
Mgp	MGP
Mgrn1	MGRN1
Mgst1	MGST1
Mgst2	MGST2
Mgst3	MGST3
Mia2	CTAGE9
Mia2	CTAGE1
Mia2	MIA2
Mia2	CTAGE8
Mia2	CTAGE6
Mia2	CTAGE4
Mia2	CTAGE15
Mib1	MIB1
Mib2	MIB2
Mical1	MICAL1
Mical2	MICAL2
Mical3	MICAL3
Micall1	MICALL1
Micall2	MICALL2
Micu1	MICU1
Micu2	MICU2
Micu3	MICU3
Mid1	MID1
Mid1ip1	MID1IP1
Mid2	MID2
Midn	MIDN
Mief1	MIEF1
Mief2	MIEF2
Mien1	MIEN1
Mier1	MIER1
Mier2	MIER2
Mier3	MIER3
Mif	MIF
Mif4gd	MIF4GD
Miga1	MIGA1
Miga2	MIGA2
Miip	MIIP
Mill2	MICB
Mill2	MICA
Milr1	MILR1
Mink1	MINK1
Minpp1	MINPP1
Mios	MIOS
Mip	MIP
Mipep	MIPEP
Mipol1	MIPOL1
Mir142	MIR142
Mir484	MIR484
Mis12	MIS12
Mis18a	MIS18A
Mis18bp1	MIS18BP1
Mitd1	MITD1
Mitf	MITF
Mki67	MKI67
Mkks	MKKS
Mkln1	MKLN1
Mknk1	MKNK1
Mknk2	MKNK2
Mkrn1	MKRN1
Mkrn2	MKRN2
Mkrn3	MKRN3
Mks1	MKS1
Mlec	MLEC
Mlf1	MLF1
Mlf2	MLF2
Mlh1	MLH1
Mlh3	MLH3
Mlkl	MLKL
Mllt1	MLLT1
Mllt10	MLLT10
Mllt11	MLLT11
Mllt3	MLLT3
Mllt6	MLLT6
Mlph	MLPH
Mlst8	MLST8
Mlx	MLX
Mlxip	MLXIP
Mlycd	MLYCD
Mmaa	MMAA
Mmab	MMAB
Mmachc	MMACHC
Mmadhc	MMADHC
Mmd	MMD
Mmgt1	MMGT1
Mmgt2	MMGT1
Mmp11	MMP11
Mmp14	MMP14
Mmp15	MMP15
Mmp16	MMP16
Mmp17	MMP17
Mmp19	MMP19
Mmp2	MMP2
Mmp25	MMP25
Mmp27	MMP27
Mmp28	MMP28
Mmp8	MMP8
Mmp9	MMP9
Mmrn1	MMRN1
Mms19	MMS19
Mms22l	MMS22L
Mn1	MN1
Mnat1	MNAT1
Mnd1	MND1
Mndal	MNDA
Mns1	MNS1
Mnt	MNT
Mob1a	MOB1A
Mob1b	MOB1B
Mob2	MOB2
Mob3a	MOB3A
Mob3b	MOB3B
Mob3c	MOB3C
Mob4	HSPE1-MOB4
Mob4	MOB4
Mocos	MOCOS
Mocs1	MOCS1
Mocs2	MOCS2
Mocs3	MOCS3
Mogat2	MOGAT2
Mogs	MOGS
Mok	MOK
Mon1a	MON1A
Mon1b	MON1B
Mon2	MON2
Morc2a	MORC2
Morc3	MORC3
Morc4	MORC4
Morf4l1	MORF4L1
Morf4l2	MORF4L2
Morn1	MORN1
Morn2	MORN2
Morn4	MORN4
Mospd1	MOSPD1
Mospd2	MOSPD2
Mospd3	MOSPD3
Mov10	MOV10
Mpc1	MPC1
Mpc2	MPC2
Mpdu1	MPDU1
Mpdz	MPDZ
Mpeg1	MPEG1
Mpg	MPG
Mphosph10	MPHOSPH10
Mphosph6	MPHOSPH6
Mphosph8	MPHOSPH8
Mphosph9	MPHOSPH9
Mpi	MPI
Mpl	MPL
Mplkip	MPLKIP
Mpnd	MPND
Mpo	MPO
Mpp1	MPP1
Mpp2	MPP2
Mpp4	MPP4
Mpp5	MPP5
Mpp6	MPP6
Mpp7	MPP7
Mppe1	MPPE1
Mpped2	MPPED2
Mprip	MPRIP
Mpst	MPST
Mpv17	MPV17
Mpv17l	MPV17L
Mpv17l2	MPV17L2
Mpzl1	MPZL1
Mpzl3	MPZL3
Mr1	MR1
Mrap	MRAP
Mras	MRAS
Mrc1	MRC1
Mre11a	MRE11
Mreg	MREG
Mrfap1	MRFAP1
Mrfap1	MRFAP1L1
Mrgbp	MRGBP
Mrgpra2a	MRGPRX3
Mrgpra2a	MRGPRX4
Mrgpra2a	MRGPRX1
Mrgpra2a	MRGPRX2
Mrgpra2b	MRGPRX3
Mrgpra2b	MRGPRX4
Mrgpra2b	MRGPRX1
Mrgpra2b	MRGPRX2
Mrgpre	MRGPRE
Mri1	MRI1
Mrm1	MRM1
Mrm2	MRM2
Mrm3	MRM3
Mrnip	MRNIP
Mroh1	MROH1
Mroh2a	MROH2A
Mroh8	MROH8
Mrpl1	MRPL1
Mrpl10	MRPL10
Mrpl11	MRPL11
Mrpl12	MRPL12
Mrpl13	MRPL13
Mrpl14	MRPL14
Mrpl15	MRPL15
Mrpl16	MRPL16
Mrpl17	MRPL17
Mrpl18	MRPL18
Mrpl19	MRPL19
Mrpl2	MRPL2
Mrpl20	MRPL20
Mrpl21	MRPL21
Mrpl22	MRPL22
Mrpl23	MRPL23
Mrpl24	MRPL24
Mrpl27	MRPL27
Mrpl28	MRPL28
Mrpl3	MRPL3
Mrpl30	MRPL30
Mrpl32	MRPL32
Mrpl33	MRPL33
Mrpl34	MRPL34
Mrpl35	MRPL35
Mrpl36	MRPL36
Mrpl37	MRPL37
Mrpl38	MRPL38
Mrpl39	MRPL39
Mrpl4	MRPL4
Mrpl40	MRPL40
Mrpl41	MRPL41
Mrpl42	MRPL42
Mrpl43	MRPL43
Mrpl44	MRPL44
Mrpl45	MRPL45
Mrpl46	MRPL46
Mrpl47	MRPL47
Mrpl48	MRPL48
Mrpl49	MRPL49
Mrpl50	MRPL50
Mrpl51	MRPL51
Mrpl52	MRPL52
Mrpl53	MRPL53
Mrpl54	MRPL54
Mrpl55	MRPL55
Mrpl57	MRPL57
Mrpl58	MRPL58
Mrpl9	MRPL9
Mrps10	MRPS10
Mrps11	MRPS11
Mrps12	MRPS12
Mrps14	MRPS14
Mrps15	MRPS15
Mrps16	MRPS16
Mrps17	MRPS17
Mrps18a	MRPS18A
Mrps18b	MRPS18B
Mrps18c	MRPS18C
Mrps2	MRPS2
Mrps21	MRPS21
Mrps22	MRPS22
Mrps23	MRPS23
Mrps24	MRPS24
Mrps25	MRPS25
Mrps26	MRPS26
Mrps27	MRPS27
Mrps28	MRPS28
Mrps30	MRPS30
Mrps31	MRPS31
Mrps33	MRPS33
Mrps34	MRPS34
Mrps35	MRPS35
Mrps36	MRPS36
Mrps5	MRPS5
Mrps6	MRPS6
Mrps7	MRPS7
Mrps9	MRPS9
Mrrf	MRRF
Mrs2	MRS2
Mrto4	MRTO4
Mrvi1	MRVI1
Ms4a1	MS4A1
Ms4a2	MS4A2
Ms4a3	MS4A3
Ms4a4a	MS4A4E
Ms4a4a	MS4A4A
Ms4a4b	MS4A4E
Ms4a4b	MS4A4A
Ms4a4c	MS4A4A
Ms4a4c	MS4A4E
Ms4a6b	MS4A6A
Ms4a6c	MS4A6A
Ms4a6d	MS4A6A
Ms4a8a	MS4A8
Msantd1	MSANTD1
Msantd2	MSANTD2
Msantd3	MSANTD3
Msantd4	MSANTD4
Msh2	MSH2
Msh3	MSH3
Msh5	MSH5-SAPCD1
Msh5	MSH5
Msh6	MSH6
Msi2	MSI2
Msl1	MSL1
Msl2	MSL2
Msmb	MSMB
Msmo1	MSMO1
Msn	MSN
Msr1	MSR1
Msra	MSRA
Msrb1	MSRB1
Msrb2	MSRB2
Msrb3	MSRB3
Mss51	MSS51
Mst1	MST1
Msto1	MSTO1
mt-Atp6	MT-ATP6
mt-Atp8	MT-ATP8
mt-Co1	MT-CO1
mt-Co2	MT-CO2
mt-Co3	MT-CO3
mt-Cytb	MT-CYB
mt-Nd1	MT-ND1
mt-Nd2	MT-ND2
mt-Nd3	MT-ND3
mt-Nd4	MT-ND4
mt-Nd4l	MT-ND4L
mt-Nd5	MT-ND5
mt-Nd6	MT-ND6
Mt2	MT2A
Mta1	MTA1
Mta2	MTA2
Mta3	MTA3
Mtbp	MTBP
Mtch1	MTCH1
Mtch2	MTCH2
Mtcp1	MTCP1
Mtdh	MTDH
Mterf1a	MTERF1
Mterf1b	MTERF1
Mterf2	MTERF2
Mterf3	MTERF3
Mterf4	MTERF4
Mtf1	MTF1
Mtf2	MTF2
Mtfmt	MTFMT
Mtfp1	MTFP1
Mtfr1	MTFR1
Mtfr1l	MTFR1L
Mtfr2	MTFR2
Mtg1	MTG1
Mtg2	MTG2
Mthfd1	MTHFD1
Mthfd1l	MTHFD1L
Mthfd2	MTHFD2
Mthfd2l	MTHFD2L
Mthfr	MTHFR
Mthfs	MTHFS
Mthfs	ST20-MTHFS
Mthfsd	MTHFSD
Mthfsl	ST20-MTHFS
Mthfsl	MTHFS
Mtif2	MTIF2
Mtif3	MTIF3
Mtm1	MTM1
Mtmr1	MTMR1
Mtmr10	MTMR10
Mtmr12	MTMR12
Mtmr14	MTMR14
Mtmr2	MTMR2
Mtmr3	MTMR3
Mtmr4	MTMR4
Mtmr6	MTMR6
Mtmr9	MTMR9
Mto1	MTO1
Mtor	MTOR
Mtpap	MTPAP
Mtpn	MTPN
Mtr	MTR
Mtrf1	MTRF1
Mtrf1l	MTRF1L
Mtrr	MTRR
Mtss1	MTSS1
Mtss1l	MTSS2
Mttp	MTTP
Mturn	MTURN
Mtus1	MTUS1
Mtus2	MTUS2
Mtx1	MTX1
Mtx2	MTX2
Mtx3	MTX3
Muc1	MUC1
Muc13	MUC13
Muc3a	MUC3A
Muc6	MUC6
Mul1	MUL1
Mus81	MUS81
Mustn1	MUSTN1
Mutyh	MUTYH
Mvb12a	MVB12A
Mvb12b	MVB12B
Mvd	MVD
Mvk	MVK
Mvp	MVP
Mx1	MX1
Mx2	MX1
Mxd1	MXD1
Mxd3	MXD3
Mxd4	MXD4
Mxi1	MXI1
Mxra8	MXRA8
Myadm	MYADM
Myadml2	MYADML2
Myb	MYB
Mybbp1a	MYBBP1A
Mybl1	MYBL1
Mybl2	MYBL2
Mybpc3	MYBPC3
Myc	MYC
Mycbp	MYCBP
Mycbp2	MYCBP2
Mycbpap	MYCBPAP
Mycl	MYCL
Mycn	MYCN
Myct1	MYCT1
Myd88	MYD88
Mydgf	MYDGF
Myef2	MYEF2
Myg1	C12orf10
Myh10	MYH10
Myh9	MYH9
Myl10	MYL10
Myl12a	MYL12A
Myl12b	MYL12B
Myl2	MYL2
Myl4	MYL4
Myl6	MYL6
Myl6b	MYL6B
Myl9	MYL9
Mylip	MYLIP
Mylk	MYLK
Mylk3	MYLK3
Mylpf	MYLPF
Mynn	MYNN
Myo10	MYO10
Myo15	MYO15A
Myo15b	MYO15B
Myo16	MYO16
Myo18a	MYO18A
Myo18b	MYO18B
Myo19	MYO19
Myo1b	MYO1B
Myo1c	MYO1C
Myo1d	MYO1D
Myo1e	MYO1E
Myo1f	MYO1F
Myo1g	MYO1G
Myo1h	MYO1H
Myo5a	MYO5A
Myo5b	MYO5B
Myo5c	MYO5C
Myo6	MYO6
Myo7a	MYO7A
Myo9a	MYO9A
Myo9b	MYO9B
Myof	MYOF
Myom1	MYOM1
Mypop	MYPOP
Mysm1	MYSM1
Mzb1	MZB1
Mzf1	MZF1
Mzt1	MZT1
Mzt2	MZT2A
Mzt2	MZT2B
N4bp2	N4BP2
N4bp2l1	N4BP2L1
N4bp2l2	N4BP2L2
N4bp3	N4BP3
N6amt1	N6AMT1
Naa10	NAA10
Naa15	NAA15
Naa16	NAA16
Naa20	NAA20
Naa25	NAA25
Naa30	NAA30
Naa35	NAA35
Naa38	NAA38
Naa40	NAA40
Naa50	NAA50
Naa60	NAA60
Naaa	NAAA
Nab1	NAB1
Nab2	NAB2
Nabp1	NABP1
Nabp2	NABP2
Naca	NACA
Nacc1	NACC1
Nacc2	NACC2
Nadk	NADK
Nadk2	NADK2
Nadsyn1	NADSYN1
Nae1	NAE1
Naf1	NAF1
Naga	NAGA
Nagk	NAGK
Naglu	NAGLU
Nagpa	NAGPA
Nags	NAGS
Naif1	NAIF1
Nampt	NAMPT
Nanos1	NANOS1
Nanos3	NANOS3
Nanp	NANP
Nans	NANS
Nap1l1	NAP1L1
Nap1l3	NAP1L3
Nap1l4	NAP1L4
Napa	NAPA
Napb	NAPB
Napepld	NAPEPLD
Napg	NAPG
Naprt	NAPRT
Napsa	NAPSA
Narf	NARF
Narfl	CIAO3
Nars	NARS
Nars2	NARS2
Nasp	NASP
Nat1	NAT2
Nat1	NAT1
Nat10	NAT10
Nat14	NAT14
Nat2	NAT1
Nat2	NAT2
Nat8f1	NAT8B
Nat8f1	NAT8
Nat8f4	NAT8B
Nat8f4	NAT8
Nat8l	NAT8L
Nat9	NAT9
Natd1	NATD1
Nav1	NAV1
Nav2	NAV2
Naxd	NAXD
Nbas	NBAS
Nbea	NBEA
Nbeal1	NBEAL1
Nbeal2	NBEAL2
Nbn	NBN
Nbr1	NBR1
Ncald	NCALD
Ncam1	NCAM1
Ncapd2	NCAPD2
Ncapd3	NCAPD3
Ncapg	NCAPG
Ncapg2	NCAPG2
Ncaph	NCAPH
Ncaph2	NCAPH2
Ncbp1	NCBP1
Ncbp2	NCBP2
Ncbp3	NCBP3
Ncdn	NCDN
Nceh1	NCEH1
Ncf1	NCF1
Ncf2	NCF2
Ncf4	NCF4
Nck1	NCK1
Nck2	NCK2
Nckap1	NCKAP1
Nckap1l	NCKAP1L
Nckap5l	NCKAP5L
Nckipsd	NCKIPSD
Ncl	NCL
Ncln	NCLN
Ncmap	NCMAP
Ncoa1	NCOA1
Ncoa2	NCOA2
Ncoa3	NCOA3
Ncoa4	NCOA4
Ncoa5	NCOA5
Ncoa6	NCOA6
Ncoa7	NCOA7
Ncor1	NCOR1
Ncor2	NCOR2
Ncr1	NCR1
Ncs1	NCS1
Ncstn	NCSTN
Ndc1	NDC1
Ndc80	NDC80
Nde1	NDE1
Ndel1	NDEL1
Ndfip1	NDFIP1
Ndfip2	NDFIP2
Ndn	NDN
Ndor1	NDOR1
Ndrg1	NDRG1
Ndrg2	NDRG2
Ndrg3	NDRG3
Ndst1	NDST1
Ndst2	NDST2
Ndst3	NDST3
Ndufa1	NDUFA1
Ndufa10	NDUFA10
Ndufa11	NDUFA11
Ndufa12	NDUFA12
Ndufa13	NDUFA13
Ndufa2	NDUFA2
Ndufa3	NDUFA3
Ndufa4	NDUFA4
Ndufa5	NDUFA5
Ndufa6	NDUFA6
Ndufa7	NDUFA7
Ndufa8	NDUFA8
Ndufa9	NDUFA9
Ndufab1	NDUFAB1
Ndufaf1	NDUFAF1
Ndufaf2	NDUFAF2
Ndufaf3	NDUFAF3
Ndufaf4	NDUFAF4
Ndufaf5	NDUFAF5
Ndufaf6	NDUFAF6
Ndufaf7	NDUFAF7
Ndufaf8	NDUFAF8
Ndufb10	NDUFB10
Ndufb11	NDUFB11
Ndufb2	NDUFB2
Ndufb3	NDUFB3
Ndufb4	NDUFB4
Ndufb5	NDUFB5
Ndufb6	NDUFB6
Ndufb7	NDUFB7
Ndufb8	NDUFB8
Ndufb9	NDUFB9
Ndufc1	NDUFC1
Ndufc2	NDUFC2-KCTD14
Ndufc2	NDUFC2
Ndufs1	NDUFS1
Ndufs2	NDUFS2
Ndufs3	NDUFS3
Ndufs4	NDUFS4
Ndufs5	NDUFS5
Ndufs6	NDUFS6
Ndufs7	NDUFS7
Ndufs8	NDUFS8
